index,category_name,category_name_cn,category_url,status,requested_limit,collected_count,success_count,sku_count,output_dir,started_at,finished_at,error
369,Dog Training Aid,Dog Training Aid,https://www.lazada.sg/catalog?q=Dog+Training+Aid&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\222_Dog_Training_Aid,2026-07-18 15:04:53,2026-07-18 15:05:47,Lazada verification or traffic page detected
251,Dolls & Accessories,配件,https://www.lazada.sg/catalog?q=Dolls+%26+Accessories&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\223_Dolls_&_Accessories,2026-07-18 15:06:37,2026-07-18 15:15:09,Lazada verification or traffic page detected
156,Dresses,连衣裙,https://www.lazada.sg/catalog?q=Dresses&from=hp_categories&src=all_channel&price=20-,partial,100,40,40,1048,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\224_Dresses,2026-07-18 15:28:14,2026-07-18 15:45:04,
370,Dried Goods,Dried Goods,https://www.lazada.sg/catalog?q=Dried+Goods&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\225_Dried_Goods,2026-07-18 15:45:39,2026-07-18 15:52:31,Lazada verification or traffic page detected
745,Drinks,Drinks,https://www.lazada.sg/catalog?q=Drinks&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\226_Drinks,2026-07-18 15:53:40,2026-07-18 16:01:37,[Errno 22] Invalid argument
746,Drinkware,Drinkware,https://www.lazada.sg/catalog?q=Drinkware&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\227_Drinkware,2026-07-18 16:02:39,2026-07-18 16:08:53,[Errno 22] Invalid argument
371,Drones,Drones,https://www.lazada.sg/catalog?q=Drones&from=hp_categories&src=all_channel&price=20-,partial,100,40,40,475,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\228_Drones,2026-07-18 20:05:28,2026-07-18 20:21:38,
33,Dry Bags,箱包,https://www.lazada.sg/catalog?q=Dry+Bags&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\229_Dry_Bags,2026-07-18 20:22:31,2026-07-18 20:30:48,Lazada verification or traffic page detected
372,DSLR,DSLR,https://www.lazada.sg/catalog?q=DSLR&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\230_DSLR,2026-07-18 20:46:45,2026-07-18 20:55:57,Lazada verification or traffic page detected
157,Dummy Cameras,相机,https://www.lazada.sg/catalog?q=Dummy+Cameras&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\231_Dummy_Cameras,2026-07-18 20:56:20,2026-07-18 21:05:10,Lazada verification or traffic page detected
373,E-scooters,E-scooters,https://www.lazada.sg/catalog?q=E-scooters&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\232_E-scooters,2026-07-18 21:06:45,2026-07-18 21:07:30,"Page.goto: Timeout 45000ms exceeded.
Call log:
  - navigating to ""https://www.lazada.sg/catalog?q=E-scooters&from=hp_categories&src=all_channel"", waiting until ""domcontentloaded""
"
34,Early Learning Toys,玩具,https://www.lazada.sg/catalog?q=Early+Learning+Toys&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\233_Early_Learning_Toys,2026-07-18 21:08:20,2026-07-18 21:09:05,"Page.goto: Timeout 45000ms exceeded.
Call log:
  - navigating to ""https://www.lazada.sg/catalog?q=Early%20Learning%20Toys&from=hp_categories&src=all_channel"", waiting until ""domcontentloaded""
"
374,Earrings,Earrings,https://www.lazada.sg/catalog?q=Earrings&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\234_Earrings,2026-07-18 21:13:31,2026-07-18 21:29:15,Lazada verification or traffic page detected
375,Eggs,Eggs,https://www.lazada.sg/catalog?q=Eggs&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\235_Eggs,2026-07-18 21:30:58,2026-07-18 21:31:41,[Errno 22] Invalid argument
376,Electric Insect Killers,Electric Insect Killers,https://www.lazada.sg/catalog?q=Electric+Insect+Killers&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\236_Electric_Insect_Killers,2026-07-18 21:31:49,2026-07-18 21:36:02,Lazada verification or traffic page detected
377,Electric Kettle,Electric Kettle,https://www.lazada.sg/catalog?q=Electric+Kettle&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\237_Electric_Kettle,2026-07-18 21:36:35,2026-07-18 21:51:11,Lazada verification or traffic page detected
378,Electric scooters,Electric scooters,https://www.lazada.sg/catalog?q=Electric+scooters&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\238_Electric_scooters,2026-07-18 21:55:50,2026-07-18 21:56:35,"Page.goto: Timeout 45000ms exceeded.
Call log:
  - navigating to ""https://www.lazada.sg/catalog?q=Electric%20scooters&from=hp_categories&src=all_channel"", waiting until ""domcontentloaded""
"
379,Electric Toothbrush,Electric Toothbrush,https://www.lazada.sg/catalog?q=Electric+Toothbrush&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\239_Electric_Toothbrush,2026-07-18 22:00:48,2026-07-18 22:00:55,Lazada verification or traffic page detected
380,Electrical,Electrical,https://www.lazada.sg/catalog?q=Electrical&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\240_Electrical,2026-07-18 22:31:34,2026-07-18 22:32:19,"Page.goto: Timeout 45000ms exceeded.
Call log:
  - navigating to ""https://www.lazada.sg/catalog?q=Electrical&from=hp_categories&src=all_channel"", waiting until ""domcontentloaded""
"
35,Electronic & Remote Control Toys,玩具,https://www.lazada.sg/catalog?q=Electronic+%26+Remote+Control+Toys&from=hp_categories&src=all_channel&price=20-,empty,100,0,0,0,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\241_Electronic_&_Remote_Control_Toys,2026-07-18 22:33:02,2026-07-18 22:34:06,
158,Entertainment & Video Games,Entertainment & Video Games,https://www.lazada.sg/catalog?q=Entertainment+%26+Video+Games&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\242_Entertainment_&_Video_Games,2026-07-18 22:34:56,2026-07-18 22:35:10,"Page.goto: net::ERR_ABORTED at https://www.lazada.sg/catalog?q=Entertainment%20%26%20Video%20Games&from=hp_categories&src=all_channel
Call log:
  - navigating to ""https://www.lazada.sg/catalog?q=Entertainment%20%26%20Video%20Games&from=hp_categories&src=all_channel"", waiting until ""domcontentloaded""
"
159,Exercise & Fitness,健身,https://www.lazada.sg/catalog?q=Exercise+%26+Fitness&from=hp_categories&src=all_channel&price=20-,empty,100,0,0,0,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\243_Exercise_&_Fitness,2026-07-18 22:35:33,2026-07-18 22:36:36,
381,External Hard Drives,External Hard Drives,https://www.lazada.sg/catalog?q=External+Hard+Drives&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\244_External_Hard_Drives,2026-07-18 22:37:09,2026-07-18 22:37:36,"Page.goto: net::ERR_ABORTED at https://www.lazada.sg/catalog?q=External%20Hard%20Drives&from=hp_categories&src=all_channel
Call log:
  - navigating to ""https://www.lazada.sg/catalog?q=External%20Hard%20Drives&from=hp_categories&src=all_channel"", waiting until ""domcontentloaded""
"
382,External Solid State Drives,External Solid State Drives,https://www.lazada.sg/catalog?q=External+Solid+State+Drives&from=hp_categories&src=all_channel&price=20-,partial,100,40,28,370,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\245_External_Solid_State_Drives,2026-07-18 22:42:52,2026-07-18 23:12:35,
160,Eye Treatment,Eye Treatment,https://www.lazada.sg/catalog?q=Eye+Treatment&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\246_Eye_Treatment,2026-07-18 23:13:23,2026-07-18 23:22:19,Lazada verification or traffic page detected
383,Eyeglasses,Eyeglasses,https://www.lazada.sg/catalog?q=Eyeglasses&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\247_Eyeglasses,2026-07-18 23:24:23,2026-07-18 23:26:00,Lazada verification or traffic page detected
384,Eyes,Eyes,https://www.lazada.sg/catalog?q=Eyes&from=hp_categories&src=all_channel&price=20-,partial,100,40,39,111,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\248_Eyes,2026-07-18 23:29:47,2026-07-18 23:48:19,
385,Eyewear,Eyewear,https://www.lazada.sg/catalog?q=Eyewear&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\249_Eyewear,2026-07-18 23:49:13,2026-07-19 00:00:14,Lazada verification or traffic page detected
386,Face,Face,https://www.lazada.sg/catalog?q=Face&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\250_Face,2026-07-19 00:06:16,2026-07-19 00:25:23,Lazada verification or traffic page detected
387,Face Mask,Face Mask,https://www.lazada.sg/catalog?q=Face+Mask&from=hp_categories&src=all_channel&price=20-,running,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\251_Face_Mask,2026-07-19 00:27:01,,
388,Face Mask & Packs,Face Mask & Packs,https://www.lazada.sg/catalog?q=Face+Mask+%26+Packs&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\252_Face_Mask_&_Packs,2026-07-19 11:12:42,2026-07-19 11:23:32,Lazada verification or traffic page detected
36,Face Skin Care Tools,工具,https://www.lazada.sg/catalog?q=Face+Skin+Care+Tools&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\253_Face_Skin_Care_Tools,2026-07-19 11:31:39,2026-07-19 11:41:37,Lazada verification or traffic page detected
389,Facial Cleansers,Facial Cleansers,https://www.lazada.sg/catalog?q=Facial+Cleansers&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\254_Facial_Cleansers,2026-07-19 11:58:41,2026-07-19 12:00:21,Lazada verification or traffic page detected
390,Facial Moisturizers,Facial Moisturizers,https://www.lazada.sg/catalog?q=Facial+Moisturizers&from=hp_categories&src=all_channel&price=20-,partial,100,40,40,80,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\255_Facial_Moisturizers,2026-07-19 12:01:53,2026-07-19 12:10:45,
391,Facial Oils,Facial Oils,https://www.lazada.sg/catalog?q=Facial+Oils&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\256_Facial_Oils,2026-07-19 12:11:20,2026-07-19 12:16:45,Lazada verification or traffic page detected
392,Fan,Fan,https://www.lazada.sg/catalog?q=Fan&from=hp_categories&src=all_channel&price=20-,partial,100,40,40,192,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\257_Fan,2026-07-19 12:17:20,2026-07-19 12:29:08,
393,Fans & Heatsinks,Fans & Heatsinks,https://www.lazada.sg/catalog?q=Fans+%26+Heatsinks&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\258_Fans_&_Heatsinks,2026-07-19 12:30:05,2026-07-19 12:35:38,Lazada verification or traffic page detected
161,Fashion Bracelets,时尚,https://www.lazada.sg/catalog?q=Fashion+Bracelets&from=hp_categories&src=all_channel&price=20-,partial,100,40,40,304,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\259_Fashion_Bracelets,2026-07-19 12:42:20,2026-07-19 12:52:01,
162,Fashion Jewellery,时尚,https://www.lazada.sg/catalog?q=Fashion+Jewellery&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\260_Fashion_Jewellery,2026-07-19 12:52:35,2026-07-19 13:00:47,Lazada verification or traffic page detected
163,Fashion Necklaces,时尚,https://www.lazada.sg/catalog?q=Fashion+Necklaces&from=hp_categories&src=all_channel&price=20-,partial,100,40,40,398,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\261_Fashion_Necklaces,2026-07-19 13:21:38,2026-07-19 13:41:43,
394,Fax Machines,Fax Machines,https://www.lazada.sg/catalog?q=Fax+Machines&from=hp_categories&src=all_channel&price=20-,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\262_Fax_Machines,2026-07-19 13:42:16,2026-07-19 14:00:18,Lazada verification or traffic page detected
395,FEEDBACK,FEEDBACK,https://pages.lazada.sg/wow/gcp/route/lazada/sg/upr_1000345_lazada/channel/sg/upr-router/sg?hybrid=1&data_prefetch=true&prefetch_replace=1&at_iframe=1&wh_pid=%2Flazada%2Fchannel%2Fsg%2Ftrade%2Ffeedback&price=20-,,,,,,,,,
396,Feeding Essentials,Feeding Essentials,https://www.lazada.sg/catalog?q=Feeding+Essentials&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
397,Feminine Care,Feminine Care,https://www.lazada.sg/catalog?q=Feminine+Care&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
164,Filing & Document Presentation,Filing & Document Presentation,https://www.lazada.sg/catalog?q=Filing+%26+Document+Presentation&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
398,Filing Cabinets & Office Stands,Filing Cabinets & Office Stands,https://www.lazada.sg/catalog?q=Filing+Cabinets+%26+Office+Stands&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
399,Fine Bracelets,Fine Bracelets,https://www.lazada.sg/catalog?q=Fine%C2%A0Bracelets&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
400,Fine Jewellery,Fine Jewellery,https://www.lazada.sg/catalog?q=Fine+Jewellery&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
401,Fine Necklaces,Fine Necklaces,https://www.lazada.sg/catalog?q=Fine%C2%A0Necklaces&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
402,Fins,Fins,https://www.lazada.sg/catalog?q=Fins&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
403,First Aid Supplies,First Aid Supplies,https://www.lazada.sg/catalog?q=First+Aid+Supplies&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
747,Fish Food,Fish Food,https://www.lazada.sg/catalog?q=Fish+Food&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
404,Fishing,Fishing,https://www.lazada.sg/catalog?q=Fishing&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
37,Fitness Tracker Accessories,配件,https://www.lazada.sg/catalog?q=Fitness+Tracker+Accessories&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
405,Fixtures & Plumbing,Fixtures & Plumbing,https://www.lazada.sg/catalog?q=Fixtures+%26+Plumbing&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
406,Flash Drives,Flash Drives,https://www.lazada.sg/catalog?q=Flash+Drives&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
38,Flat Shoes,鞋靴,https://www.lazada.sg/catalog?q=Flat+Shoes&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
407,Flip Flops & Sandals,Flip Flops & Sandals,https://www.lazada.sg/catalog?q=Flip+Flops+%26+Sandals&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
408,"Flip Flops, Slides & Sandals","Flip Flops, Slides & Sandals",https://www.lazada.sg/catalog?q=Flip+Flops%2C+Slides+%26+Sandals&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
409,Floaties,Floaties,https://www.lazada.sg/catalog?q=Floaties&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
410,Floor Lamps,Floor Lamps,https://www.lazada.sg/catalog?q=Floor+Lamps&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
39,Flying Toys,玩具,https://www.lazada.sg/catalog?q=Flying+Toys&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
411,Folding bikes,Folding bikes,https://www.lazada.sg/catalog?q=Folding+bikes&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
748,Follow On Milk (6 - 12 mnths),Follow On Milk (6 - 12 mnths),https://www.lazada.sg/catalog?q=Follow+On+Milk+%286+-+12+mnths%29&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
749,Food Blenders,Food Blenders,https://www.lazada.sg/catalog?q=Food+Blenders&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
711,Food Preparation & Storage,收纳,https://www.lazada.sg/catalog?q=Food+Preparation+%26+Storage&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
750,Food Staples & Cooking Essentials,Food Staples & Cooking Essentials,https://www.lazada.sg/catalog?q=Food+Staples+%26+Cooking+Essentials&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
751,Food Steamer,Food Steamer,https://www.lazada.sg/catalog?q=Food+Steamer&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
712,Food Storage & Dispensers,收纳,https://www.lazada.sg/catalog?q=Food+Storage+%26+Dispensers&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
719,Food Supplements,Food Supplements,https://www.lazada.sg/catalog?q=Food+Supplements&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
412,Foot Care,Foot Care,https://www.lazada.sg/catalog?q=Foot+Care&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
40,Foot Relief Accessories & Tools,配件,https://www.lazada.sg/catalog?q=Foot+Relief+Accessories+%26+Tools&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
413,Football,Football,https://www.lazada.sg/catalog?q=Football&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
41,Formal Shoes,鞋靴,https://www.lazada.sg/catalog?q=Formal+Shoes&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
414,Foundation,Foundation,https://www.lazada.sg/catalog?q=Foundation&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
415,Fragrances,Fragrances,https://www.lazada.sg/catalog?q=Fragrances&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
416,Freezer,Freezer,https://www.lazada.sg/catalog?q=Freezer&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
752,Fresh Bread,Fresh Bread,https://www.lazada.sg/catalog?q=Fresh+Bread&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
753,Fresh Cream,Fresh Cream,https://www.lazada.sg/catalog?q=Fresh+Cream&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
754,Fresh Flowers,Fresh Flowers,https://www.lazada.sg/catalog?q=Fresh+Flowers&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
755,Fresh Fruit,Fresh Fruit,https://www.lazada.sg/catalog?q=Fresh+Fruit&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
756,Fresh Meat,Fresh Meat,https://www.lazada.sg/catalog?q=Fresh+Meat&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
757,Fresh Milk,Fresh Milk,https://www.lazada.sg/catalog?q=Fresh+Milk&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
758,Fresh Seafood,Fresh Seafood,https://www.lazada.sg/catalog?q=Fresh+Seafood&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
759,Fresh Vegetables,Fresh Vegetables,https://www.lazada.sg/catalog?q=Fresh+Vegetables&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
417,Front Bay Devices,Front Bay Devices,https://www.lazada.sg/catalog?q=Front+Bay+Devices&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
760,Frozen,Frozen,https://www.lazada.sg/catalog?q=Frozen&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
761,Frozen Bread & Pastries,Frozen Bread & Pastries,https://www.lazada.sg/catalog?q=Frozen+Bread+%26+Pastries&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
762,Frozen Desserts,Frozen Desserts,https://www.lazada.sg/catalog?q=Frozen+Desserts&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
763,Frozen Fruit,Frozen Fruit,https://www.lazada.sg/catalog?q=Frozen+Fruit&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
764,Frozen Meat,Frozen Meat,https://www.lazada.sg/catalog?q=Frozen+Meat&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
765,Frozen Seafood,Frozen Seafood,https://www.lazada.sg/catalog?q=Frozen+Seafood&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
766,Frozen Vegetables,Frozen Vegetables,https://www.lazada.sg/catalog?q=Frozen+Vegetables&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
418,Fruits & Vegetables,Fruits & Vegetables,https://www.lazada.sg/catalog?q=Fruits+%26+Vegetables&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
419,Fryer,Fryer,https://www.lazada.sg/catalog?q=Fryer&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
165,Furniture,家具,https://www.lazada.sg/catalog?q=Furniture&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
420,Gadgets & Drones,Gadgets & Drones,https://www.lazada.sg/catalog?q=Gadgets+%26+Drones&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
421,Games & Puzzle,Games & Puzzle,https://www.lazada.sg/catalog?q=Games+%26+Puzzle&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
166,Gaming Consoles,游戏设备,https://www.lazada.sg/catalog?q=Gaming+Consoles&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
167,Gaming Desktops,台式电脑,https://www.lazada.sg/catalog?q=Gaming+Desktops&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
168,Gaming Furniture,家具,https://www.lazada.sg/catalog?q=Gaming+Furniture&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
169,Garden Décor & Ornaments,Garden Décor & Ornaments,https://www.lazada.sg/catalog?q=Garden+D%C3%A9cor+%26+Ornaments&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
422,Garden Soil & Fertilizers,Garden Soil & Fertilizers,https://www.lazada.sg/catalog?q=Garden+Soil+%26+Fertilizers&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
42,Gardening Tools,工具,https://www.lazada.sg/catalog?q=Gardening+Tools&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
720,Garment steamer,Garment steamer,https://www.lazada.sg/catalog?q=Garment+steamer&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
423,Gates & Doorways,Gates & Doorways,https://www.lazada.sg/catalog?q=Gates+%26+Doorways&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
424,Gesture Control,Gesture Control,https://www.lazada.sg/catalog?q=Gesture+Control&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
425,Gifts,Gifts,https://www.lazada.sg/catalog?q=Gifts&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
426,Gifts & Value Sets,Gifts & Value Sets,https://www.lazada.sg/catalog?q=Gifts+%26+Value+Sets&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
427,Gifts & Wrapping,Gifts & Wrapping,https://www.lazada.sg/catalog?q=Gifts+%26+Wrapping&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
428,Gimbals & Stabilizers,Gimbals & Stabilizers,https://www.lazada.sg/catalog?q=Gimbals+%26+Stabilizers&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
43,Girls' Clothing,服装,https://www.lazada.sg/catalog?q=Girls%27+Clothing&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
44,Girls' Shoes,鞋靴,https://www.lazada.sg/catalog?q=Girls%27+Shoes&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
429,Gloves,Gloves,https://www.lazada.sg/catalog?q=Gloves&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
430,Goggles,Goggles,https://www.lazada.sg/catalog?q=Goggles&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
431,Golf,Golf,https://www.lazada.sg/catalog?q=Golf&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
767,Gourmet Food and Gifts,Gourmet Food and Gifts,https://www.lazada.sg/catalog?q=Gourmet+Food+and+Gifts&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
432,Granola,Granola,https://www.lazada.sg/catalog?q=Granola&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
433,Graphic Cards,Graphic Cards,https://www.lazada.sg/catalog?q=Graphic+Cards&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
434,Grooming,Grooming,https://www.lazada.sg/catalog?q=Grooming&from=hp_categories&src=all_channel&price=20-,,,,,,,,,
